asin,category,query,name,product_category,instruction_text,attributes,goal_options,weight
B004LU0N70,beauty,cotton balls & swabs,Q-tips Cotton Swab 375.0 ea (Pack of 3),Beauty & Personal Care › Tools & Accessories › Cotton Balls & Swabs › Cotton Swabs,am hoping to find q-tips cotton swab 375.0 ea nail polish,['nail polish'],[],1
B093YVJSWF,fashion,women's socks & hosiery,"Set of 2 Mesh Laundry Bags Flower-1 Medium & 1 Small Bags Laundry,Blouse, Hosiery, Stocking, Underwear, Bra Lingerie, Travel Laundry Bag(8rp9r)","Clothing, Shoes & Jewelry › Women › Accessories › Wallets, Card Cases & Money Organizers › Wallets",i would like a laundry bag,['laundry bag'],[],1
B09PVC53FP,fashion,women's shorts,KUDICO Womens Sexy Ruched Butt Lifting Gym Shorts High Waisted Yoga Shorts Running Athletic Workout Shorts Micro Mini Tights,"Clothing, Shoes & Jewelry › Women › Clothing › Active",i'm looking for clothing quality and high waist for woman's,"['fleece lined', 'wide leg', 'straight leg', 'slim fit', 'high waist', 'tummy control']",['multicolor'],1
B07YWDVBM8,beauty,skin care tools,SUPVOX 2Pcs Manual Face Brush Soft Long Handle Blackhead Removing Skin Care Tools (Pink),Beauty & Personal Care › Tools & Accessories › Skin Care Tools › Facial Cleansing Brushes › Manual Facial Cleansing Brushes,i would like a pink face brush for my dead skin,['dead skin'],['pink'],1
B00LMHD160,grocery,"rice cakes, chips & crackers","Kim's Magic Pop Freshly Popped Rice Cakes | Keto | Cheddar Cheese Flavor | 6 Pack | Low Carb, Sugar Free, Fat Free, Natural, Multigrain Korean Snack | Easy Bread, Chip, Cracker Replacement","Grocery & Gourmet Food › Snacks & Sweets › Snack Foods › Rice Cakes, Chips & Crackers › Cakes",i want a low carb cake,['low carb'],[],1
B00DY2TG7E,fashion,men's fashion sneakers,Geox Men's Snake 96 Fashion Sneaker,"Clothing, Shoes & Jewelry › Men › Shoes › Fashion Sneakers","i'm looking for a pair of mens sneakers with a synthetic sole, i'm a size 7 and a half",['synthetic sole'],['7.5'],1
B01ETZ7KAE,beauty,hair coloring products,IROIRO Premium Natural Semi-Permanent Hair Color 50 Turquoise (8oz),Beauty & Personal Care › Hair Care › Hair Coloring Products › Hair Color,i am looking for semi-permanent hair color that is easy to apply,['easy apply'],[],1
B099WVM374,beauty,makeup sets,Makeup Brushes 15 Pcs Colourful Makeup Brush Set Premium Synthetic Kabuki Foundation Blending Face Powder Blush Concealers Eyeshadow Rainbow Make Up Brush Set - 2PCs Color Makeup Sponge Powder puff (colour),Beauty & Personal Care › Tools & Accessories › Makeup Brushes & Tools › Brush Sets,i want a colourful makeup brush set for sensitive skin,['sensitive skin'],[],1
B09QHR4TMP,beauty,children's fragrance,"Disney Cinderella Kids 3.4oz EDT Spray, 3.4oz Body Mist 2 Pc Gift Set",Beauty & Personal Care › Fragrance › Women's › Sets,i am looking for long lasting disney cinderella kids 3.4oz edt spray,['long lasting'],[],1
B09FFKMF4T,fashion,women's mules & clogs,Womens High Heel Mules Open Back Ladies Slip On Quilted Square Toe Sandals Shoes,"Clothing, Shoes & Jewelry › Women › Shoes › Mules & Clogs",i would like a pair of size 9 white synthetic leather clogs with a synthetic sole,['synthetic sole'],"['white synthetic leather', '9']",1
B094F7PR1C,garden,bedroom sets,Irene House 9188 Lay Flat Sleeping Dual OKIN Motor Lift Chair Recliners for Elderly Infinite Position Recliner with Heat Massage Up to 300 LBS Electric Power Lift Recliner(Red-Brown Faux Leather),Home & Kitchen › Furniture › Living Room Furniture › Chairs,please re order a 9188 -red brown leather duo motor recliner chair and should be of high density and easy to clean,"['high density', 'easy clean']",['9188-red-brown leather'],1
B076BYM91L,grocery,meat snacks,"Honey Ham Turkey Jerky by Dublin Jerky | Turkey Meat, But Tastes Like Ham - 16 Ounce)",Grocery & Gourmet Food › Snacks & Sweets › Snack Foods › Meat Snacks › Jerky,i would like some high protein jerky that is bbq and 8 ounces,['high protein'],"['bbq', '8 ounce']",1
B07TD6T9WP,garden,area rugs,"nuLOOM RZAB07B Jacquie Floral Vintage Area Rug, 6' 7"" x 9', Blue","Home & Kitchen › Home Décor Products › Rugs, Pads & Protectors › Area Rugs",i am looking for a area rug for living room with easy to clean which is in rectangular shape. also choose gold color and 2ft 8in x 8ft in size,"['easy clean', 'living room']","['gold', 'rectangular', '2 ft 8 in x 8 ft']",1
B007JV7F4W,electronics,soundbars,"Pyle Car Subwoofer Audio Speaker - 8in Non-Pressed Paper Cone, Black Plastic Basket, Dual Voice Coil 4 Ohm Impedance, 800 Watt Power and Foam Surround for Vehicle Stereo Sound System - PLPW8D",Electronics › Car & Vehicle Electronics › Car Electronics › Car Audio › Subwoofers › Component Subwoofers,"we are looking  easy install stereo sound subwoofers 800 watt speaker speaker size :12""","['easy install', 'stereo sound']","['800 watts', '12-inch']",1
B00EECI9A8,beauty,men's fragrance,"Gucci Made To Measure Eau de Toilette Spray for Men, 1.6 Ounce",Beauty & Personal Care › Fragrance › Men's › Eau de Toilette,i would like some long lasting eau de toilette,['long lasting'],[],1
B09JZ95R9H,garden,home office chairs,Gaming Chair High Back Computer Chair Comfortable Massage Office Chair Executive Racing Chair Adjustable Height Ergonomic PU Desk Chair with Lumbar Support Armrest for Home Office,Home & Kitchen › Furniture › Game & Recreation Room Furniture › Gaming Chairs › Video Game Chairs,i want a red and easy to assemble gaming chair,['easy assemble'],['red'],1
B09BC6FBG9,electronics,surround sound systems,ZZNNN Wireless Bluetooth Speaker High Volume Small Steel Cannon Outdoor Waterproof Portable Subwoofer Voice Display,Electronics › Portable Audio & Video › Portable Speakers & Docks › Portable Bluetooth Speakers,i am looking for a wireless portable bluetooth speakers,['wireless bluetooth'],[],1
B09DJY3N7N,beauty,women's fragrance,CA Perfume Impression of Anais Anais For Women Fragrance Body Oils Alcohol-Free Essential Aromatherapy Sample Travel Size Concentrated Hypoallergenic Vegan Attar Roll-On 0.3 Fl Oz/10ml-X2,Beauty & Personal Care › Fragrance › Women's › Eau de Parfum,"i am looking for ca perfume impression of anais anais which is esay to carry with high quality , long lasting, alcohol free. nina ricci l'air du temps impression scent preferable","['travel size', 'alcohol free', 'high quality', 'long lasting']","[""nina ricci l'air du temps impression""]",1
B08N5NCY6X,fashion,men's athletic shoes,adidas Men's EQ21 Running Shoe,"Clothing, Shoes & Jewelry › Men › Shoes › Athletic › Running › Trail Running",i'm looking for regular outfit it can make feel comfortab;e,['regular fit'],"['halo silver | carbon | grey three', '6.5']",1
B07QJ7J993,garden,candles,"Aquarius | Zodiac Star Signs Jewelry Candle 21oz | Surprise Prize Valued at $15 - $7,500 Inside | Choose From 30+ Scents | Vanilla Lavender | Necklace",Home & Kitchen › Home Décor Products › Candles & Holders › Candles › Jar Candles,i need long lasting lead free candle with a smoky mountains cabin scent,"['lead free', 'long lasting']",['smoky mountains cabin'],1
B08CBVV28M,garden,ottomans,"24KF Large Square Upholstered Tufted Button Linen Ottoman Coffee Table , Large Footrest Bench with Caters Rolling Wheels-Ivory",Home & Kitchen › Furniture › Accent Furniture › Ottomans,i'd love help finding a square ottoman coffee table made of solid wood. it should come in gray,['solid wood'],"['grey-pu square ottoman', 'square ottoman with casters']",1
B08731VV8F,garden,sofas and couches,Poppy Sectional - Ivy Sectional/Sofa/Loveseat/Loveseat Sectional/Armchair 42 Colors - Resilient Memory Foam - Made in US - Mid Century Modern (Teal Oxford Weave Upholstery) SC03172002682,Home & Kitchen › Furniture › Living Room Furniture › Chairs,i would like to buy a heather slate pebble weave loveseat with a solid wood frame,"['solid wood', 'wood frame']","['heathered slate pebble weave', 'loveseat']",1
B082BWSGLF,beauty,body care,"Seventh Generation, Body Wash Sensitive Skin Fragrance Free, 16.5 Ounce",Beauty & Personal Care › Skin Care › Body › Cleansers › Body Washes,"i want seventh generation, body wash sensitive skin",['sensitive skin'],[],1
B09HNCG2LQ,beauty,deodorants & antiperspirants,"Lume Natural Deodorant - Underarms and Private Parts - Aluminum Free, Baking Soda Free, Hypoallergenic, and Safe For Sensitive Skin - 2.2 Ounce Stick Three-Pack (Lavender Sage, Sweet Lily, Jasmine Rose)",Beauty & Personal Care › Personal Care › Deodorants & Antiperspirants › Deodorant,i would like a clinically proven deodorant that is lavender sage,['clinically proven'],"['lavender sage, sweet lily, jasmine rose']",1
B09FL11QF8,electronics,wearable technology,"B LABS Smartwatch Band for Apple Watch 41mm 40mm 38mm with Bumper Case, Shock Resistant TPU Sport Strap Women Wristband Compatible with iWatch SE Series 7/6/5/4/3/2/1 Sport Style (Mint Green)",Cell Phones & Accessories › Accessories › Smartwatch Accessories › Smartwatch Bands,i want to buy a red watch band for my 42 millimeter apple watch,['compatible apple'],"['red', '42mm  |  44mm  |  45mm']",1
B07G8MMR53,beauty,gum stimulators,"RegrowMD laser cap for hair growth, laser hair regrow cap with 272 medical grade lasers, FDA Cleared laser hair growth hat for Men and Women, ideal for thinning hair treatment women and men, hair growth through HairMax laser.",Beauty & Personal Care › Hair Care › Hair Loss Products › Hair Regrowth Devices,i would like a clinically proven hair growth treatment,"['clinically proven', 'hair growth', 'hair treatment']",[],1
B09BB2LHTT,electronics,cell phones,"Samsung Galaxy A02S Waterproof Case with Built-in Screen Protector Dustproof Shockproof Drop Proof Heavy Duty Phone Case, Rugged Full Body Underwater Protective Cover for Samsung Galaxy A02S - Black","Cell Phones & Accessories › Cases, Holsters & Sleeves › Basic Cases",i want to find a waterproof case for my samsung galaxy phone that is heavy duty and easy to install,"['heavy duty', 'easy install']",[],1
B094CG6VJF,garden,living room sets,"Easy-Going Blackout Curtains for Bedroom, Solid Thermal Insulated Grommet and Noise Reduction Window Drapes, Room Darkening Curtains for Living Room, 2 Panels(42x63 in, Gray)",Home & Kitchen › Home Décor Products › Window Treatments › Curtains & Drapes › Panels,i would like a white 42 by 72 inch window panel for my living room,['living room'],"['white', ""42''wx72''l""]",1
B01MY4Q927,grocery,beverages,"V8 +Energy Healthy Energy Drink, Natural Energy from Tea, Pomegranate Blueberry, 8 FL Oz Can, 12 Count (Pack of 1)","Grocery & Gourmet Food › Beverages › Bottled Beverages, Water & Drink Mixes › Energy Drinks",i want a black cherry and gluten free v8 +energy drink,['gluten free'],['black cherry'],1
B08P4SH2NQ,electronics,xbox,"Capture Card, 4K HDMI Game Video Capture Card with USB 2.0 & Microphone HDMI Loop-Out Live Streaming Gaming Recorder for Nintendo Switch, PS4, Camera, PC",Electronics › Computers & Accessories › Computer Components › Internal Components › Internal TV Tuner & Capture Cards,i need a usb video game capture card for my usb port,"['plug play', 'usb port']",[],1
B08YWW48JC,garden,ottomans,DLGF Round Knit Pouf - Hand-Knitted Ottoman Pouf - Knit Ottoman Accent Seating Chair for Living Room Nursery and Bedroom - 40 X 30 cm,Home & Kitchen › Furniture › Accent Furniture › Poufs,i need  ready use hand-knitted ottoman pouf for living room. and choose the purple one,"['ready use', 'living room']",['purple'],1
B08JYMFM1N,fashion,women's boots,Easy Spirit Elinot Women's Boot,"Clothing, Shoes & Jewelry › Women › Shoes › Boots › Ankle & Bootie",i want a pair of dark brown easy spirit elinot women's boots with rubber soles,['rubber sole'],['dark brown'],1
B07WPZ3YDD,electronics,tablets,7 inch Android Touch one Machine Touch Advertising Machine Commercial Tablet 1080P HD Playback HD Electronic Photo Album WiFi Photo Player Smart Photo Album,Electronics › Computers & Accessories › Computers & Tablets › Tablets,i need a tablet that has a 1080p hd resolution,['1080p hd'],[],1
B09BV632MQ,electronics,hdmi cables,"PS2 to HDMI Converter Adapter, PS2 HDMI Video Converter PS2 HDMI Converter with 3ft HDMI Cable for Sony Playstation 2/ Playstation 1/ Playstation 3 (PS2 & PS1& PS3)",Video Games › Legacy Systems › PlayStation Systems › PlayStation › Accessories,i am looking for a plug and play ps2 to hdmi converter adapter,['plug play'],[],1
B0817MVS98,grocery,popcorn,"LesserEvil Himalayan Pink Salt Grain Free Power Curls, No Artificial Ingredients, Egg White, Pack of 24, 1.5 oz Bags",Grocery & Gourmet Food › Snacks & Sweets › Snack Foods › Puffed Snacks,i need puffed snacks that are grain free in a spicy salsa flavor and come in a 24 pack,['grain free'],"['spicy salsa', '1.5 ounce (pack of 24)']",1
B08FCTYKGC,electronics,soundbars,"GoHawk RE8 White Gen.3 Waterproof Bluetooth Motorcycle Stereo Speakers Soundbar 7/8-1.25 in. Handlebar Mount MP3 Music Player Audio Amplifier System ATV 4-Wheelers, USB, AUX, FM Radio, White",Automotive › Motorcycle & Powersports › Accessories › Electronics › Speaker Systems,i'm locking for motorcycle stereo speakers soundbar,['power amplifier'],[],1
B09434QK1N,fashion,women's athletic shoes,"AOKASII Womens Sneakers,Women Trail Running Lightweight Mesh Tennis Lace Up Fashion Athletic Walking Shoes","Clothing, Shoes & Jewelry › Women › Shoes › Athletic › Walking",i am looking for a 8 size walking shoes for daily wear,['daily wear'],['8'],1
B09JGQZ3VQ,electronics,video surveillance,"GW Security GW8550RMMIC 4K 8 Megapixel 5X Optical Zoom 2.7-13.5mm Motorized Lens Autofocus, 30-FPS Real-Time Bullet Security Camera",Electronics › Camera & Photo › Video Surveillance › Surveillance Cameras › Bullet Cameras,i'm looking for a outdoor camera with optical zoom and ultra hd,"['ultra hd', 'optical zoom']",[],1
B0952VJ8S9,beauty,styling products,AISI BEAUTY Ombre Long Costume Wavy Synthetic Wig Black to Pink to Purple Color for Cosplay Girls and Women Party or Daily Use Wig,"Beauty & Personal Care › Hair Care › Hair Extensions, Wigs & Accessories › Wigs",i want a synthetic wig that has multiple colors,['synthetic hair'],['mix color'],1
B0824YGBQ9,electronics,digital cameras,Kids Camera Children Digital Cameras-2.0 Inch Screen-Birthday Toy Gifts 4-12 Year Old Kid Action Camera Toddler Video Recorder 1080P,Electronics › Camera & Photo › Video › Camcorders,i want a pink light weight kids digital camera,['light weight'],['pink'],1
B098J9LXGM,electronics,cell phones,"GL-X300B (Collie) 4G LTE VPN Industrial Wireless Gateway, External Full-Band 4G Antennas, RS485 Interface Supported, Hardware Watchdog, at Command, DNS Encryption, 2.4GHz ONLY (RS485)",Electronics › Computers & Accessories › Networking Products › Routers,i'm interested in a 4g lte wall-mounted router in aluminum alloy,"['wall mounted', 'aluminum alloy', '4g lte']",[],1
B079HHHQ3S,grocery,candy & chocolate,"Dolci Frutta Rich & Creamy White Chocolate Shell, Simply Microwave, Dip, and Done, Nut-Free, Gluten-Free, 8oz, Pack of 2",Grocery & Gourmet Food › Pantry Staples › Cooking & Baking › Dessert Syrups & Sauces › Chocolate,i am looking for nut free and gluten free chocolate,"['nut free', 'gluten free']","['fair trade, nut free, gluten free']",1
B07D3SZWDS,fashion,men's athletic shoes,adidas Originals Men's NMD_R1 Boost Shoes,"Clothing, Shoes & Jewelry › Men › Shoes › Fashion Sneakers",i'm looking for a pair of men's shoes made from rubber on the outside in the uk size six and half men's,['rubber outsole'],['6.5 m uk'],1
